unit_id,property_id,property_name,unit_type,bedrooms_min,bedrooms_max,bathrooms_min,bathrooms_max,area_min_sqft,area_max_sqft,price_min,price_max,currency,payment_plan,down_payment,installment_years,availability_status,price_status,price_source,last_verified,confidence_score
a8b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,Commercial,1,3,unknown,unknown,unknown,unknown,20000,20000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100,2026-06-24,0.80
aab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,Commercial,1,3,unknown,unknown,unknown,unknown,20000,20000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100,2026-06-24,0.80
acb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,Commercial,1,3,unknown,unknown,unknown,unknown,33600,33600,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100,2026-06-24,0.80
42b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,Leasing,0,3,unknown,unknown,unknown,unknown,14000,14000,AED,Up to 6 Installments,unknown,up to 6 installments,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.86
beabdf96_e122_e911_a2b8_00155d119707_inventory,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,Commercial,1,3,unknown,unknown,unknown,unknown,14400,14400,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100,2026-06-24,0.80
02b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,Commercial,0,3,unknown,unknown,unknown,unknown,24000,24000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.80
6c1c103f_f0f0_ea11_a2c4_00155d119619_inventory,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,Commercial,1,3,unknown,unknown,unknown,unknown,44400,44400,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100,2026-06-24,0.80
eeb7dd4b_0ad1_e811_a2b8_00155d119707_inventory,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,Commercial,unknown,unknown,unknown,unknown,unknown,unknown,195000,195000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=AL-Khour%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
88b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,88b8dd4b_0ad1_e811_a2b8_00155d119707,Amina Hospital,Healthcare,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Amina%20Hospital&pageNumber=1&pageSize=100,2026-06-24,0.60
98de02ed_2222_e911_a2b8_00155d119707_inventory,98de02ed_2222_e911_a2b8_00155d119707,Aqaar Offices,Office,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Aqaar%20Offices&pageNumber=1&pageSize=100,2026-06-24,0.60
1ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,1ab8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 1,Commercial,1,3,unknown,unknown,unknown,unknown,21600,21600,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%201&pageNumber=1&pageSize=100,2026-06-24,0.80
a0b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,Commercial,1,3,unknown,unknown,unknown,unknown,22800,22800,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100,2026-06-24,0.80
c05d8b0f_bab9_e911_a2bb_00155d119619_inventory,c05d8b0f_bab9_e911_a2bb_00155d119619,Beach Residence,Residential,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,sold_out,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Beach%20Residence&pageNumber=1&pageSize=100,2026-06-24,0.68
5cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,5cb8dd4b_0ad1_e811_a2b8_00155d119707,Bloomington School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
64b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,64b8dd4b_0ad1_e811_a2b8_00155d119707,British International School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=British%20International%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
54b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,54b8dd4b_0ad1_e811_a2b8_00155d119707,Building materials Factory,Commercial,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Building%20materials%20Factory&pageNumber=1&pageSize=100,2026-06-24,0.60
30b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,30b8dd4b_0ad1_e811_a2b8_00155d119707,City Towers,Commercial,unknown,unknown,unknown,unknown,unknown,unknown,222000,222000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=City%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
04b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,Commercial,1,3,unknown,unknown,unknown,unknown,24000,24000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100,2026-06-24,0.80
16b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,16b8dd4b_0ad1_e811_a2b8_00155d119707,Corniche Tower,Commercial,unknown,unknown,unknown,unknown,unknown,unknown,357000,357000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Corniche%20Tower&pageNumber=1&pageSize=100,2026-06-24,0.80
301c3301_382a_eb11_a2c5_00155d119619_inventory,301c3301_382a_eb11_a2c5_00155d119619,Crown Private,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100,2026-06-24,0.60
aeb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,Retail,1,3,unknown,unknown,unknown,unknown,25200,25200,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100,2026-06-24,0.80
38b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,38b8dd4b_0ad1_e811_a2b8_00155d119707,Crystal 1,Retail,1,3,unknown,unknown,unknown,unknown,27600,27600,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal%201&pageNumber=1&pageSize=100,2026-06-24,0.80
eab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,Retail,0,3,unknown,unknown,unknown,unknown,12000,12000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
836256dc_a305_f111_8407_70a8a5232028_inventory,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,Healthcare,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://www.aqaar.com/dusit-thani,2026-06-24,0.76
14b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,14b8dd4b_0ad1_e811_a2b8_00155d119707,Falcon Towers,Retail,unknown,unknown,unknown,unknown,unknown,unknown,183500,183500,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Falcon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
34b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,Retail,0,3,unknown,unknown,unknown,unknown,19200,19200,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100,2026-06-24,0.80
36b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,Villa,unknown,unknown,unknown,unknown,unknown,unknown,120000,120000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
bd3ddba0_76fe_eb11_a2c8_00155d119619_inventory,bd3ddba0_76fe_eb11_a2c8_00155d119619,Galleria Mall,Commercial,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100,2026-06-24,0.60
7d307ab5_a6a9_ea11_a2c3_00155d119619_inventory,7d307ab5_a6a9_ea11_a2c3_00155d119619,Garden City,Retail,unknown,unknown,unknown,unknown,unknown,unknown,102500,102500,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Garden%20City&pageNumber=1&pageSize=100,2026-06-24,0.80
e4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,Leasing,1,3,unknown,unknown,unknown,unknown,27000,27000,AED,Up to 6 Installments,unknown,up to 6 installments,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100,2026-06-24,0.86
92b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,92b8dd4b_0ad1_e811_a2b8_00155d119707,Gulfa Warehouses,Warehouse,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100,2026-06-24,0.60
58b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,58b8dd4b_0ad1_e811_a2b8_00155d119707,Habitat School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Habitat%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f4b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,f4b7dd4b_0ad1_e811_a2b8_00155d119707,Horizon Towers,Retail,unknown,unknown,unknown,unknown,unknown,unknown,174500,174500,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
b984f548_ab76_f011_a2e0_00155d119f38_inventory,b984f548_ab76_f011_a2e0_00155d119f38,Horizon University,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Horizon%20University&pageNumber=1&pageSize=100,2026-06-24,0.60
50b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,Retail,1,3,unknown,unknown,unknown,unknown,12000,12000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100,2026-06-24,0.80
5ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,5ab8dd4b_0ad1_e811_a2b8_00155d119707,Indian International School 1,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Indian%20International%20School%201&pageNumber=1&pageSize=100,2026-06-24,0.60
8ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,8ab8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-1&pageNumber=1&pageSize=100,2026-06-24,0.60
8eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,8eb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-20&pageNumber=1&pageSize=100,2026-06-24,0.60
8cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,8cb8dd4b_0ad1_e811_a2b8_00155d119707,Industrial area -3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Industrial%20area%20-3&pageNumber=1&pageSize=100,2026-06-24,0.60
8dc5f8f8_ebb3_ec11_a2bf_00155d119927_inventory,8dc5f8f8_ebb3_ec11_a2bf_00155d119927,industrial area 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=industrial%20area%202&pageNumber=1&pageSize=100,2026-06-24,0.60
8daed8f6_bd22_e911_a2b8_00155d119707_inventory,8daed8f6_bd22_e911_a2b8_00155d119707,Labor Accommodation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Labor%20Accommodation&pageNumber=1&pageSize=100,2026-06-24,0.60
30485a5c_911e_ec11_a2c8_00155d119619_inventory,30485a5c_911e_ec11_a2c8_00155d119619,Lake Tower C4,Residential,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lake%20Tower%20C4&pageNumber=1&pageSize=100,2026-06-24,0.60
9ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,9ab8dd4b_0ad1_e811_a2b8_00155d119707,Lewara,Retail,1,3,unknown,unknown,unknown,unknown,27000,27000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Lewara&pageNumber=1&pageSize=100,2026-06-24,0.80
4cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,Retail,1,3,unknown,unknown,unknown,unknown,15000,15000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100,2026-06-24,0.80
4eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,4eb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Shops,Retail,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
7ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,7ab8dd4b_0ad1_e811_a2b8_00155d119707,Manama Wedding Hall (Ajman Society),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Wedding%20Hall%20(Ajman%20Society)&pageNumber=1&pageSize=100,2026-06-24,0.60
84b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,84b8dd4b_0ad1_e811_a2b8_00155d119707,Masfoot Buildings,Retail,0,3,unknown,unknown,unknown,unknown,14400,14400,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Buildings&pageNumber=1&pageSize=100,2026-06-24,0.80
a736c16e_313f_e911_a2b9_00155d119910_inventory,a736c16e_313f_e911_a2b9_00155d119910,Masfoot Plaza,Retail,0,3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Masfoot%20Plaza&pageNumber=1&pageSize=100,2026-06-24,0.76
ed194b08_59aa_f011_a2e0_00155d119f3e_inventory,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,Land,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://www.aqaar.com/mawjan,2026-06-24,0.76
fcb24d18_ff7d_ee11_a2bf_00155d119f33_inventory,fcb24d18_ff7d_ee11_a2bf_00155d119f33,Metropolitan International Indian Private School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Metropolitan%20International%20Indian%20Private%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
dd64d3c4_e079_ed11_a2ba_00155d119841_inventory,dd64d3c4_e079_ed11_a2ba_00155d119841,Mortuary in Ajman Cemetery,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Mortuary%20in%20Ajman%20Cemetery&pageNumber=1&pageSize=100,2026-06-24,0.60
52b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,52b8dd4b_0ad1_e811_a2b8_00155d119707,Musheirif Shops,Retail,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musheirif%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.68
b514b2db_08f8_ea11_a2c5_00155d119619_inventory,b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,Villa,unknown,unknown,unknown,unknown,unknown,unknown,30000,30000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.80
f8b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,f8b7dd4b_0ad1_e811_a2b8_00155d119707,New Gold Market,Commercial,1,3,unknown,unknown,unknown,unknown,21600,21600,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
e9afbd0c_b405_ee11_a2bc_00155d119841_inventory,e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,Villa,unknown,unknown,unknown,unknown,unknown,unknown,114000,114000,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100,2026-06-24,0.72
bb57baca_fa02_ef11_a2c0_00155d119841_inventory,bb57baca_fa02_ef11_a2c0_00155d119841,North Gate British School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=North%20Gate%20British%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
f0b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,f0b7dd4b_0ad1_e811_a2b8_00155d119707,Nuaiemiyah Towers,Retail,unknown,unknown,unknown,unknown,unknown,unknown,139000,139000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
ea381dec_0c0f_ed11_a2bb_00155d119f33_inventory,ea381dec_0c0f_ed11_a2bb_00155d119f33,Nuaimeya 3,Retail,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaimeya%203&pageNumber=1&pageSize=100,2026-06-24,0.68
70b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,70b8dd4b_0ad1_e811_a2b8_00155d119707,Old Civil Defense (Middle East ),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Civil%20Defense%20(Middle%20East%20)&pageNumber=1&pageSize=100,2026-06-24,0.60
fab7dd4b_0ad1_e811_a2b8_00155d119707_inventory,fab7dd4b_0ad1_e811_a2b8_00155d119707,Old Gold Market,Commercial,0,3,unknown,unknown,unknown,unknown,14400,14400,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24,0.72
0cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,0cb8dd4b_0ad1_e811_a2b8_00155d119707,Old Quds,Retail,1,3,unknown,unknown,unknown,unknown,20700,20700,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,2026-06-24,0.80
bd8bd1e6_0420_e911_a2b8_00155d119707_inventory,bd8bd1e6_0420_e911_a2b8_00155d119707,Orient Towers,Retail,unknown,unknown,unknown,unknown,unknown,unknown,284000,284000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
6cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,6cb8dd4b_0ad1_e811_a2b8_00155d119707,Preston shops,Retail,unknown,unknown,unknown,unknown,unknown,unknown,30139,30139,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,2026-06-24,0.64
1be2d3a1_dee9_ef11_a2ce_00155d119747_inventory,1be2d3a1_dee9_ef11_a2ce_00155d119747,Rashidia 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100,2026-06-24,0.60
f2b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,f2b7dd4b_0ad1_e811_a2b8_00155d119707,Rashidia Towers,Retail,unknown,unknown,unknown,unknown,unknown,unknown,90000,90000,AED,unknown,unknown,unknown,sold_out,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,2026-06-24,0.80
46b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,Retail,1,3,unknown,unknown,unknown,unknown,6600,6600,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,2026-06-24,0.80
5eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,5eb8dd4b_0ad1_e811_a2b8_00155d119707,Royal Academic School,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Academic%20School&pageNumber=1&pageSize=100,2026-06-24,0.60
ceba2b44_2322_e911_a2b8_00155d119707_inventory,ceba2b44_2322_e911_a2b8_00155d119707,Royal Palaces,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Palaces&pageNumber=1&pageSize=100,2026-06-24,0.60
d6e426c5_e7c4_ee11_a2bf_00155d119841_inventory,d6e426c5_e7c4_ee11_a2bf_00155d119841,Settlement Project,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100,2026-06-24,0.60
4ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,4ab8dd4b_0ad1_e811_a2b8_00155d119707,Traditional Houses - Al Manama,Retail,1,3,unknown,unknown,unknown,unknown,4800,4800,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,2026-06-24,0.80
2a3a3b61_bd9f_ee11_a2bf_00155d119841_inventory,2a3a3b61_bd9f_ee11_a2bf_00155d119841,UM Khalaad School For Basic Education C-1,Education,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,active,unknown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=UM%20Khalaad%20School%20For%20Basic%20Education%20C-1&pageNumber=1&pageSize=100,2026-06-24,0.60
cab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,cab8dd4b_0ad1_e811_a2b8_00155d119707,Waqf Thamer Saied Salman (University),Education,unknown,unknown,unknown,unknown,unknown,unknown,20400,20400,AED,unknown,unknown,unknown,active,official_published_start_price,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,2026-06-24,0.64
