asset_id,asset_type,title,url,project,developer,source_page
project_image_28b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Nuaimia Complex primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300124/Aqaar/Main%20Portal/community/images/Al_Nuaimia_Complex/_DSC1482-1728300124.jpg,Al Nuaimia Complex,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100
project_image_9eb8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Ofoq Tower primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728475099/Aqaar/Main%20Portal/community/images/Al_Ofoq_Tower/_DSC1459-1728475099.jpg,Al Ofoq Tower,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100
project_image_f0d34484_309f_ee11_a2bf_00155d119841,image,Al Rumaila 1 primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737005431/Aqaar/Main%20Portal/community/images/Al_Rumaila_1/%D9%84%D9%82%D8%B7%D8%A9%20%D8%B4%D8%A7%D8%B4%D8%A9%202025-01-16%20090942-1737005430.png,Al Rumaila 1,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100
project_image_18b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Rumailah primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737008332/Aqaar/Main%20Portal/community/images/Al_Rumailah/159440b8-e8d8-4294-8ebb-2798bed8271e-1737008331.jpg,Al Rumailah,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100
project_image_86b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Rumailah New Villas primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728629932/Aqaar/Main%20Portal/community/images/Al_Rumailah_New_Villas/WhatsApp%20Image%202024-10-11%20at%209.44.10%20AM-1728629932.jpg,Al Rumailah New Villas,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100
project_image_11f6f9c7_d27d_ec11_a2ca_00155d119619,image,Al Sediq primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728473513/Aqaar/Main%20Portal/community/images/Al_Sediq/_DSC1645-1728473512.jpg,Al Sediq,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100
project_image_32b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Shahba primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728630715/Aqaar/Main%20Portal/community/images/Al_Shahba/Alshahba%20%281%29-1728630714.jpg,Al Shahba,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100
project_image_90b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Sheikh Humaid Building (Abu-Dhabi) primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728625514/Aqaar/Main%20Portal/community/images/Al_Sheikh_Humaid_Building_%28Abu_Dhabi%29/auxaux-1728625514.jpg,Al Sheikh Humaid Building (Abu-Dhabi),Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100
project_image_b4b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Sheikha Fatima Building (Abu-Dhabi) primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728625624/Aqaar/Main%20Portal/community/images/Al_Sheikha_Fatima_Building_%28Abu_Dhabi%29/aux%202-1728625623.jpg,Al Sheikha Fatima Building (Abu-Dhabi),Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100
project_image_44f00817_9e49_eb11_a2c6_00155d119619,image,Al Shorouq primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554526/Aqaar/Main%20Portal/community/images/Al_Shorouq/_DSC1965-1728554526.jpg,Al Shorouq,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100
project_image_0eb8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Suwan primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555726/Aqaar/Main%20Portal/community/images/Al_Suwan/_DSC1825-1728555726.jpg,Al Suwan,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100
project_image_10b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Tameer primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554331/Aqaar/Main%20Portal/community/images/Al_Tameer/_DSC1785-1728554331.jpg,Al Tameer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100
project_image_a8b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Thuraya 1 primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728880030/Aqaar/Main%20Portal/community/images/Al_Thuraya_1/43-1728880030.png,Al Thuraya 1,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100
project_image_aab8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Thuraya 2 primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728880599/Aqaar/Main%20Portal/community/images/Al_Thuraya_2/%D8%B3%D8%B3%D8%B3%D8%B3-1728880599.png,Al Thuraya 2,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100
project_image_acb8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Thuraya 3 primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728880634/Aqaar/Main%20Portal/community/images/Al_Thuraya_3/_DSC1982-1728880634.jpg,Al Thuraya 3,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100
project_image_42b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Yasmeen Complex primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877363/Aqaar/Main%20Portal/community/images/Al_Yasmeen_Complex/image00004-1728877363.jpg,Al Yasmeen Complex,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100
project_image_beabdf96_e122_e911_a2b8_00155d119707,image,Al Zahir primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728631328/Aqaar/Main%20Portal/community/images/Al_Zahir/Al%20Zahir-1728631327.png,Al Zahir,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100
project_image_02b8dd4b_0ad1_e811_a2b8_00155d119707,image,Al Zahra Complex primary image,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728623473/Aqaar/Main%20Portal/community/images/Al_Zahra_Complex/_DSC1598-1728623473.jpg,Al Zahra Complex,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100
